Outlet,Brand,Products Name,Volume/Weight,Satchet/Units,Price in RM
LOTUS,NESCAFE,NESCAFE CLASSIC JAR 200G,0.2,1,26.59
LOTUS,NESCAFE,NESCAFE DOLCE GUSTO CAPPUCINO 200G,0.2,1,34.75
LOTUS,NESCAFE,NESCAFE GOLD JAR 200G,0.2,1,40.99
LOTUS,NESCAFE,NESCAFE CLASSIC REFILL PACK 200G FOC 20G,0.2,1,21.99
LOTUS,NESCAFE,NESCAFE LATTE HAZELNUT 20SX24G,0.024,20,11.99
LOTUS,NESCAFE,NESCAFE ORIGINAL CAN (5+1) X 240ML,0.24,6,12.99
LOTUS,NESCAFE,NESCAFE LATTE CARAMEL 25GX20S,0.025,20,11.99
LOTUS,NESCAFE,NESCAFE 3IN1 MILD 25X18G,0.018,25,15.99
LOTUS,NESCAFE,NESCAFE 3IN1 RICH 25X18G,0.018,25,15.99
LOTUS,NESCAFE,NESCAFE 3IN1 ORI 25X18G,0.018,25,15.99
LOTUS,NESCAFE,NESCAFE CLASSIC REFILL PACK 300G,0.3,1,22.99
LOTUS,NESCAFE,NESCAFE CLASSIC REFILL PACK 50G,0.05,1,6.45
LOTUS,NESCAFE,NESCAFE CLASSIC JAR 50G,0.05,1,7.85
LOTUS,NESCAFE,NESCAFE GOLD BLEND 50G,0.05,1,12.99
LOTUS,NESCAFE,NESCAFE 3IN1 ORI 5X18G,0.018,5,4.59
LOTUS,NESCAFE,NESCAFE LATTE CARAMEL 5X25G,0.025,5,4.65
LOTUS,NESCAFE,NESCAFE ORIGINAL COFFEE CAN 240ML X 6S,0.24,6,12.99
LOTUS,NESCAFE,NESCAFE TARIK CAN 6X240ML,0.24,6,12.99
LOTUS,NESCAFE,NESCAFE DOLCE GUSTO ESPRESSO INTENSO 96G,0.096,1,34.75
LOTUS,NESCAFE,NESCAFE DECAF 100G JAR,0.1,1,18.09
LOTUS,NESTLE,NESTLE OMEGA PLUS 150G,0.15,1,9.9
LOTUS,NESTLE,NESTLE OMEGA PLUS 1KG,1,1,45.5
LOTUS,NESTLE,NESTLE GOODNES DAIRY FREE ALMOND & OAT 1L,1,1,11.9
LOTUS,NESTLE,NESTLE GOODNES DAIRY FREE OAT 1L,1,1,11.9
LOTUS,NESTLE,NESTLE COFFEEMATE DOY 200G,0.2,1,5.85
LOTUS,NESTLE,NESTLE OMEGA PLUS DARK CHOCO 200MLX6,0.2,6,12.99
LOTUS,NESTLE,NESTLE OMEGA PLUS UHT 200MLX6,0.2,6,12.99
LOTUS,NESTLE,NESTLE ENERCAL COMPLETE CAN 400G,0.4,1,45.9
LOTUS,NESTLE,NESTLE EVERYDAY MILK POWDER 500G,0.5,1,20.6
LOTUS,NESTLE,NESTLE COFFEE MATE STICK PACK 50X5G,0.005,50,9.35
LOTUS,NESTLE,NESTLE OMEGA PLUS 600G,0.6,1,30.4
LOTUS,NESTLE,NESTLE ENERCAL COMPLETE CAN 850G,0.85,1,89.9
LOTUS,NESTLE,NESTLE OMEGA PLUS DARK CHOCOLATE 900G,0.9,1,51.9
LOTUS,NF SPRING,NF SPRING JASMINE TEA 500ML,0.5,1,3.44
LOTUS,NF SPRING,NF SPRING PU ER TEA 500ML,0.5,1,3.44
LOTUS,NF SPRING,NF SPRING OOLONG TEA 500ML,0.5,1,3.44
LOTUS,NONA,NONA GINGER HONEY PWD BOX 150G,0.15,1,5.65
LOTUS,NUTRIFRES,NUTRIFRES BLACKCURRANT 1000GM,1,1,10.89
LOTUS,NUTRIFRES,NUTRIFRES STRAWBERRY 1000GM,1,1,10.89
LOTUS,NUTRIFRES,NUTRIFRES SOURSOP 1000GM,1,1,10.89
LOTUS,NUTRIFRES,NUTRIFRES ORANGE 1000GM,1,1,10.89
LOTUS,NUTRIFRES,NUTRIFRES KIWI FRUIT 1000GM,1,1,10.89
LOTUS,NUTRIFRES,NUTRIFRES WHEATGRASS 1000GM,1,1,10.89
LOTUS,NUTRIFRES,NUTRIFRES SOUR PLUM 1000GM,1,1,10.89
LOTUS,NUTRIFRES,NUTRIFRES LEMON 1000GM,1,1,10.89
LOTUS,NUTRIFRES,NUTRIFRES TAMARIND 1000GM,1,1,10.89
LOTUS,NUTRIFRES,NUTRIFRES SOUR PLUM CALAMANSI 1000GM,1,1,10.89
LOTUS,NUTRIFRES,NUTRIFRES MANGO 1000GM,1,1,10.89
LOTUS,NUTRIFRES,NUTRIFRES AFDAL PATI LAICI 375ML,0.375,1,2
LOTUS,NUTRIFRES,NUTRIFRES AFDAL PATI ANGGUR 375ML,0.375,1,2
LOTUS,NUTRIFRES,NUTRIFRES AFDAL PATI ANGGUR 375ML,0.375,1,2
LOTUS,NUTRIFRES,NUTRIFRES AFDAL PATI SARSI 375ML,0.375,1,2.15
LOTUS,NUTRIFRES,NUTRIFRES AFDAL PATI OREN 375ML,0.375,1,2.15
LOTUS,NUTRIFRES,NUTRIFRES AFDAL PATI ROSE 375ML,0.375,1,2.15
LOTUS,NUTRIGOLD,NUTRIGOLD CHOCOLATE MALT DRINK 1KG,1,1,15.99
LOTUS,NUTRIGOLD,NUTRIGOLD RICH 3 IN 1 INSTANT PREMIX COFFEE 25 STICKS X 20G,0.02,25,9.99
LOTUS,NUTRIGOLD,NUTRIGOLD 3 IN 1 COFFEE REGULAR 20GX30S,0.02,30,9.99
LOTUS,NUTRIGOLD,NUTRIGOLD 3 IN 1 HOT CHOCOLATE DRINK 15 STICKS X 30G,0.03,15,12.99
LOTUS,NUTRIGOLD,NUTRIGOLD 2IN1 WHITE COFFEE 30GX15S,0.03,15,12.49
LOTUS,NUTRIGOLD,NUTRIGOLD CHOCOLATE MALT DRINK 400G,0.4,1,7.59
LOTUS,NUTRIGOLD,NUTRIGOLD 3IN1 WC CLASSIC 40GX15S,0.04,15,12.85
LOTUS,OATSIDE,OATSIDE OAT MILK BARISTA EDITION 1L,1,1,13.99
LOTUS,OATSIDE,OATSIDE OAT MILK CHOCOLATE 1L,1,1,13.99
LOTUS,OLD TOWN WHITE COFFEE,OLDTOWN SMOOTH ROAST 3IN1 15sX25G,0.025,15,15.29
LOTUS,OLD TOWN WHITE COFFEE,OLDTOWN WC 3IN1 LESS SUGAR 15sX35G,0.035,15,15.29
LOTUS,OLD TOWN WHITE COFFEE,OLDTOWN WC 3IN1 SALTED CARAMEL 15sX35G,0.035,15,15.29
LOTUS,OLD TOWN WHITE COFFEE,OLDTOWN WC 3IN1 EXT RICH 15sX35G,0.035,15,15.29
LOTUS,OLD TOWN WHITE COFFEE,OLDTOWN WC 3IN1 HAZELNUT 15sX38G,0.038,15,15.29
LOTUS,OLD TOWN WHITE COFFEE,OLDTOWN WHITE COFFEE 3IN1 CLASSIC 15X38G,0.038,15,15.29
LOTUS,OSK,OSK JAPANESE GREEN TEA 2GX50S,0.002,50,17.99
LOTUS,OSK,OSK ROASTED GREEN TEA 2GX50S,0.002,50,17.99
LOTUS,OSK,OSK ROASTED GREEN TEA 2GX50S,0.002,50,17.99
LOTUS,OSK,OSK PUER JAPAN ROAST TEA 50SX2G,0.002,50,23.9
LOTUS,OSK,OSK JAPANESE TEA WITH ROASTED RICE TEA BAGS 2G X50S,0.002,50,17.99
LOTUS,OVALTINE,OVALTINE MALTED MILK DRINK POWDER JAR 400G,0.4,1,15.65
LOTUS,OVALTINE,OVALTINE ORIGINAL TASTE 820G,0.82,1,13.3
LOTUS,OVALTINE,OVALTINE 340G ORIGINAL TASTE,0.34,1,7.9
LOTUS,OYOSHI,OYOSHI ORIGINAL GREEN TEA 1L,1,1,3.65
LOTUS,OYOSHI,OYOSHI HONEY LEMON GREEN TEA 1L,1,1,3.65
LOTUS,OYOSHI,OYOSHI LYCHEE GREEN TEA 380ML,0.38,1,1.95
LOTUS,OYOSHI,OYOSHI ORIGINAL GREEN TEA 380ML,0.38,1,1.95
LOTUS,OYOSHI,OYOSHI HONEY LEMON GREEN TEA 380ML,0.38,1,1.95
LOTUS,OYOSHI,OYOSHI LEMON BLACK TEA 380ML,0.38,1,1.95
LOTUS,P/SALUTE,P/SALUTE WHITE GRAPE DRINK 750ML,0.75,1,10.49
LOTUS,P/SALUTE,P/SALUTE RED GRAPE DRINK 750ML,0.75,1,10.49
LOTUS,PEDIASURE,PEDIASURE 10+ CHOCOLATE 850G,0.85,1,106.59
LOTUS,PEDIASURE,PEDIASURE 10+ VAN 600G BIB,0.6,1,75.99
LOTUS,PEDIASURE,PEDIASURE 10+ CHOC 600G BIB,0.6,1,75.99
LOTUS,PEPSI,PEPSI COLA 1.5L,1.5,1,3.19
LOTUS,PEPSI,PEPSI BLACK VANILLA 1.5L,1.5,1,3.7
LOTUS,PEPSI,PEPSI BLACK PET 1.5L,1.5,1,3.7
LOTUS,PEPSI,PEPSI BLACK LIME 1.5L,1.5,1,3.9
LOTUS,PEPSI,PEPSI BLACK CAN 4 X 320ML,0.32,4,6.59
LOTUS,PEPSI,PEPSI COLA 320MLX4,0.32,4,6.99
LOTUS,PETANI,PETANI ICE LEMON TEA 30GX20PCS,0.03,20,15.29
LOTUS,POKKA,POKKA ROASTED JAPANESE TEA HOUJICHA 1.5L,1.5,1,5.5
LOTUS,POKKA,POKKA ICE PASSION FRUIT 1.5L,1.5,1,5.5
LOTUS,POKKA,POKKA SENCHA 1.5L,1.5,1,5.5
LOTUS,POKKA,POKKA LMN TEA 1.5L,1.5,1,5.5
LOTUS,POKKA,POKKA CHRYSANTHEMUM WHITE TEA BTL 1.5L,1.5,1,5.5
LOTUS,POKKA,POKKA ICE STRAWBERRY TEA 1.5L,1.5,1,5.8
LOTUS,POKKA,POKKA JASMINE GREEN TEA NO SUGAR 1.5L,1.5,1,6.4
LOTUS,POKKA,POKKA JASMINE GREEN TEA 1.5L,1.5,1,6.4
LOTUS,POKKA,POKKA OOLONG TEA 1.5L,1.5,1,6.4
LOTUS,POKKA,POKKA NATSBEE HONEY LEMON 1.5L,1.5,1,7.5
LOTUS,POKKA,POKKA NATSBEE HONEY YUZU 1.5L,1.5,1,7.66
LOTUS,POKKA,POKKA JASMINE GREEN TEA 1L,1,1,2.9
LOTUS,POKKA,POKKA MELON MILK 1L,1,1,4.9
LOTUS,POKKA,POKKA MANGO MILK 1L,1,1,4.9
LOTUS,POKKA,POKKA OOLONG TEA 250MLX6,0.25,6,7.85
LOTUS,POKKA,POKKA JASMINE GREEN TEA 250MLX6,0.25,6,7.85
LOTUS,POKKA,POKKA NATSBEE HONEY LEMON 250MLX6,0.25,6,9.08
LOTUS,POKKA,POKKA JASMINE GREEN TEA 300MLX6,0.3,6,9.4
LOTUS,POKKA,POKKA JASMINE G/TEA 500ML,0.5,1,2.5
LOTUS,POKKA,POKKA OOLONG TEA 500ML,0.5,1,2.8
LOTUS,POKKA,POKKA SENCHA 500ML,0.5,1,2.8
LOTUS,POKKA,POKKA LMN TEA 500ML,0.5,1,2.8
LOTUS,POKKA,POKKA PREMIUM MILK COFFEE 500ML,0.5,1,4.2
LOTUS,POKKA,POKKA PREMIUM MILK CAPPUCCINO 500ML,0.5,1,4.2
LOTUS,POKKA,POKKA PREMIUM MILK TEA 500ML,0.5,1,4.2
LOTUS,POKKA,POKKA CHRYSANTHEMUM WHITE TEA 6X250ML,0.25,6,6.9
LOTUS,POWER ROOT,POWER ROOT ALICAFE CLASSIC 3IN1 20GX20S,0.02,20,8.85
LOTUS,POWER ROOT,PER L CAFE K/FATIMAH COFFE 20SX20G,0.02,20,13.9
LOTUS,POWER ROOT,PER'L KACIP FATIMAH KOLAGEN KURMA 250ML,0.25,1,2.4
LOTUS,POWER ROOT,POWER ROOT EXTRA HONEY TONGKAT ALI 250ML,0.25,1,2.02
LOTUS,POWER ROOT,PER'L K/FATIMAH KOLAGEN KURMA 250MLX6,0.25,6,18.99
LOTUS,POWER ROOT,PW.ROOT EXTRA HONEY TONGKAT ALI 250MLX6,0.25,6,15.99
LOTUS,PRAN,PRAN MANGO JUICE PET 1L,1,1,4.99
LOTUS,PRAN,PRAN APPLE JUICE PET 1L,1,1,4.99
LOTUS,PRAN,PRAN PINEAPPLE JUICE 1L,1,1,5.9
LOTUS,PRAN,PRAN COOLING TAMARIND 290ML,0.29,1,2.8
LOTUS,PRAN,PRAN BASIL SEED MANGO 290ML,0.29,1,3.8
LOTUS,PRAN,PRAN BASIL SEED STRABERRY 290ML,0.29,1,3.8
LOTUS,PRAN,PRAN BASIL SEED LYCHEE 290ML,0.29,1,3.8
LOTUS,PRAN,PRAN COCONUT WATER CAN 330ML,0.33,1,2.7
LOTUS,RED BULL,RED BULL BTL 150MLX6,0.15,6,14.49
LOTUS,RED BULL,RED BULL PLUS 250MLX6,0.25,6,15.99
LOTUS,RED BULL,RED BULL GOLD 250MLX6,0.25,6,15.99
LOTUS,RED BULL,RED BULL LESS SUGAR 250MLX6,0.25,6,15.99
LOTUS,REVIVE,REVIVE REGULAR 1.5L,1.5,1,3.19
LOTUS,RIBENA,RIBENA MOBILE JELLY REGULAR DRINKS 170G,0.17,1,2.95
LOTUS,RIBENA,RIBENA LESS SWEET 1L,1,1,12.9
LOTUS,RIBENA,RIBENA STRAWBERRY 1L,1,1,13.65
LOTUS,RIBENA,RIBENA CONCENTRATE REGULAR 1L,1,1,13.65
LOTUS,RIBENA,RIBENA REGULAR 200MLX6,0.2,6,8.6
LOTUS,RIBENA,RIBENA BLACKCURRANT CORDIAL 2L,2,1,23.9
LOTUS,RIBENA,RIBENA MOBILE REG 300ML,0.3,1,2.7
LOTUS,RIBENA,RIBENA PET REGULAR 450ML,0.45,1,3.25
LOTUS,SAJI,SAJI EVAPORATED CREAMER 390G,0.39,1,3.1
LOTUS,SAJI,SAJI SWEETENED CREAMER 500G,0.5,1,3.2
LOTUS,SANITARIUM,SANITARIUM SO GOOD ALMOND MILK (UNSWEETENED) 1L,1,1,11.99
LOTUS,SANITARIUM,SANITARIUM SO GOOD ALMOND MILK (ORIGINAL) 1L,1,1,11.99
LOTUS,SANITARIUM,SANITARIUM SO GOOD UNSWEETENED OAT MILK 1L,1,1,11.99
LOTUS,SCHWEPPES,SCHWEPPES GINGER ALE CAN 320ML,0.32,1,2.5
LOTUS,SCHWEPPES,SCHWEPPES SODA WATER CAN 320ML,0.32,1,2.5
LOTUS,SCHWEPPES,SCHWEPPES TONIC WATER CAN 320ML,0.32,1,2.5
LOTUS,SCHWEPPES,SCHWEPPES GINGER ALE 320MLX4,0.32,4,8.99
LOTUS,SCHWEPPES,SCHWEPPES LIME LEMON 320MLX4,0.32,4,8.99
LOTUS,SCHWEPPES,SCHWEPPES SODA WATER 320MLX4,0.32,4,8.99
LOTUS,SCHWEPPES,SCHWEPPES TONIC WATER 320MLX4,0.32,4,9.2
LOTUS,SERBAT,SERBAT TEA 25GX20PCS,0.025,20,16.59
LOTUS,SIN SING,SIN SING COFFEE PWD 500G (H),0.5,1,9.95
LOTUS,SIN SING,SIN SING COFFEE O 100SX10G,0.01,100,26.9
LOTUS,SIN SING,SIN SING COFFEE BAG 10GX20S,0.01,20,8.99
LOTUS,SIN SING,SIN SING COFFEE O BAG 2 IN 1 17GX20S,0.017,20,10.99
LOTUS,SMOOTHIES,SMOOTHIES CO MANGGO PASSION 225G,0.225,1,9.99
LOTUS,SMOOTHIES,SMOOTHIES CO SWEET DRAGON 225G,0.225,1,9.99
LOTUS,SMOOTHIES,SMOOTHIES CO SKINNY GREEN 225G,0.225,1,9.99
LOTUS,SO GOOD,SO GOOD OAT CHOCOLATE 1L,1,1,11.99
LOTUS,SO GOOD,SO GOOD ALMOND CHOCOLATE 1L,1,1,11.99
LOTUS,SO GOOD,STR SO GOOD ALMOND MILK (VANILLA) 1L,1,1,11.99
LOTUS,SOSRO,SOSRO LESS SUGAR TEA BOTOL 350ML,0.35,1,2.24
LOTUS,SOSRO,SOSRO ORIGINAL TEA BOTOL 350ML,0.35,1,2.24
LOTUS,SOSRO,SOSRO APPLE TEA 500ML,0.5,1,2.24
LOTUS,SOSRO,SOSRO APPLE+BLACKCURRANT TEA 500ML,0.5,1,2.24
LOTUS,SOSRO,SOSRO BLACKCURRANT TEA 500ML,0.5,1,2.24
LOTUS,SOSRO,SOSRO STRAWBERRY TEA 500ML,0.5,1,2.24
LOTUS,SOSRO,SOSRO STRAWBERRY+GRAPE TEA 500ML,0.5,1,2.24
LOTUS,SPRITE,SPRITE 1.5L,1.5,1,2.89
LOTUS,SPRITE,SPRITE ZERO 1.5L,1.5,1,2.89
LOTUS,SPRITE,SPRITE CAN 320ML,0.32,1,2.2
LOTUS,SPRITE,SPRITE CAN 320MLX4,0.32,4,6.95
LOTUS,SPRITE,SPRITE ZERO 320ML 4S,0.32,4,6.95
LOTUS,SPRITE,SPRITE LEMON PLUS ZERO SUGAR 320ML 4S,0.32,4,6.95
LOTUS,SPRITE,SPRITE 500ML,0.5,1,2.35
LOTUS,SPRITZER,SPRITZER MINERAL WATER 1.25L,1.25,1,2.35
LOTUS,SPRITZER,SPRITZER SPARKLING CARBONATED NATURAL MINERAL WATER 1000ML,1,1,3.85
LOTUS,SPRITZER,SPRITZER MINERAL WATER 24X250ML,0.25,24,14.6
LOTUS,SPRITZER,SPRITZER SPARKLING MW LEMON 400ML,0.4,1,2.15
LOTUS,SPRITZER,SPRITZER MIN WTR 550ML,0.55,1,1.3
LOTUS,SPRITZER,SPRITZER MINERAL WATER 550MLX12,0.55,12,15.5
LOTUS,SPRITZER,SPRITZER MINERAL WATER 6X1.25L,1.25,6,11.85
LOTUS,SPRITZER,SPRITZER MINERAL WATER 9.5L,9.5,1,9.9
LOTUS,SPRITZER,SPRITZER NATURAL MINERAL WATER 6 LITER,6,1,7.9
LOTUS,STARBUCKS,STARBUCKS HS BLEND AMECN 12CAPS 102G,0.102,12,35.9
LOTUS,STARBUCKS,STARBUCKS CAPPUCCINO 12CAPS 120G,0.12,12,35.9
LOTUS,STARBUCKS,STARBUCKS CARAMEL MAC 12CAPS 128G,0.128,12,35.9
LOTUS,STARBUCKS,STARBUCKS CAPPUCCINO 4SX14G,0.014,4,13.69
LOTUS,STARBUCKS,STARBUCKS LATTE 4SX14G,0.014,4,13.69
LOTUS,STARBUCKS,STARBUCKS CARAMEL LATTE 4SX21.5G,0.0215,4,13.69
LOTUS,STARBUCKS,STARBUCKS CAFFE MOCHA 4SX22G,0.022,4,13.69
LOTUS,STARBUCKS,STARBUCKS NESPRESSO SUMATRA LUNGO 55G...,0.055,1,29.45
LOTUS,STARBUCKS,STARBUCKS NESPRESSO BREAKFAST BLEND 56G,0.056,1,29.45
LOTUS,STARBUCKS,STARBUCKS NESPRESSO ESPRESSO ROAST 57G,0.057,1,29.45
LOTUS,STARBUCKS,STARBUCKS NESPRESSO HOUSE BLEND 57G,0.057,1,29.45
LOTUS,STARBUCKS,STARBUCKS ESPRESSO ROAST 12CAPS 66G,0.066,12,35.9
LOTUS,STARBUCKS,STARBUCKS MEDIUM ROAST TIN 90G,0.09,1,37.69
LOTUS,STARBUCKS,STARBUCKS DARK ROAST TIN 90G,0.09,1,37.69
LOTUS,SUN UP,SUN UP MANGO CONCENTRATE 850ML,0.85,1,10.99
LOTUS,SUN UP,SUN UP ORANGE CONCENTRATE 850ML,0.85,1,10.99
LOTUS,SUN UP,SUN UP BLACKCURRANT BASE CONCENTRATE 850ML,0.85,1,10.99
LOTUS,SUN UP,SUN UP PINK GUAVA CONCENT 850ML,0.85,1,10.99
LOTUS,SUN UP,SUN UP GOLD MANGO CARROT 850ML,0.85,1,12.9
LOTUS,SUN UP,SUN UP GOLD CASABLANCA 850ML,0.85,1,12.9
LOTUS,SUN UP,SUN UP GOLD MIX BERRY 850ML,0.85,1,12.9
LOTUS,SUNKIST,SUNKIST PISTACHIO UNSWTND MILK 180ML,0.18,1,3.74
LOTUS,SUNKIST,SUNKIST PISTACHIO ORIGINAL MILK 180ML,0.18,1,3.74
LOTUS,SUNKIST,SUNKIST PISTACHIO CHOCOLATE MILK 180ML,0.18,1,3.74
LOTUS,SUNKIST,SUNKIST PISTACHIO UNSWEETENED MILK 946ML,0.946,1,19.99
LOTUS,SUNKIST,SUNKIST PISTACHIO ORIGINAL MILK 946ML,0.946,1,19.99
LOTUS,SUNKIST,SUNKIST PISTACHIO CHOCOLATE MILK 946ML,0.946,1,19.99
LOTUS,SUNQUICK,SUNQUICK STANDARD ORANGE 300ML,0.3,1,5.99
LOTUS,SUNQUICK,SUNQUICK STANDARD MANGO 300ML,0.3,1,5.99
LOTUS,SUNQUICK,SUNQUICK STANDARD MANDARIN 300ML,0.3,1,5.99
LOTUS,SUNQUICK,SUNQUICK STANDARD BLACKCURRANT 300ML,0.3,1,5.99
LOTUS,SUNQUICK,SUNQUICK STANDARD TROPICAL 300ML,0.3,1,5.99
LOTUS,SUNQUICK,SUNQUICK FRUIT DRINK ORANGE 5X125ML,0.125,5,3.95
LOTUS,SUNQUICK,SUNQUICK FRUIT DRINK BERRIES 5X125ML,0.125,5,3.95
LOTUS,SUNQUICK,SUNQUICK FRUIT DRINK APPLE 5X125ML,0.125,5,3.95
LOTUS,SUNQUICK,SUNQUICK CONCENTRATE BLACKCURRANT 700ML,0.7,1,13.4
LOTUS,SUNQUICK,SUNQUICK CONCENTRATE ROSE LYCHEE 700ML,0.7,1,13.4
LOTUS,SUNQUICK,SUNQUICK CONCENTRATE TROPICAL 700ML,0.7,1,13.4
LOTUS,SUNQUICK,SUNQUICK CONCENTRATE ORANGE 700ML,0.7,1,13.4
LOTUS,SUNQUICK,SUNQUICK JUMBO MANGO 700ML,0.7,1,14.5
LOTUS,SUNQUICK,SUNQUICK JUMBO MANDARIN 700ML,0.7,1,14.5
LOTUS,SUNQUICK,SUNQUICK JUMBO LEMON 700ML,0.7,1,14.5
LOTUS,SUPER,SUPER CHARCOAL ROASTED HERITAGE WHITE COFFEE COFFEE & CREAMER 2 IN 1 15X25G,0.025,15,14.99
LOTUS,SUPER,SUPER RICH 3IN1 INSTANT COFFEE 18GX25S,0.018,25,11.99
LOTUS,SUPER,SUPER ORIG 3IN1REG INS 25X18G,0.018,25,11.99
LOTUS,SUPER,SUPER HAZELNUT WHITE COFFEE 33GX15S,0.033,15,14.99
LOTUS,SUPER,SUPER CLASSIC WHITE COFFEE 35GX15S,0.035,15,14.99
LOTUS,SUPER,SUPER WHITE COFFEE BROWN SUGAR 36GX15S,0.036,15,14.99
LOTUS,SUPER,SUPER CLASS INS 45GX24 MY,0.045,24,5.99
LOTUS,SUPER,SUPER CLASSIC INS 80GX24 MY,0.08,24,7.99
LOTUS,SUPER,SUPER CLASSIC INS 180GX12 MY,0.18,12,14.99
LOTUS,TEH MASJID,TEH MASJID A-RED 900G,0.9,1,15.15
LOTUS,TWININGS,TWININGS GREEN COLLECTION 20SX1.7G,0.0017,20,22
LOTUS,TWININGS,TWININGS LEMON GINGER 25SX1.5G,0.0015,25,26.5
LOTUS,TWININGS,TWININGS JASMINE GREEN TEA 25X1.8G,0.0018,25,21.99
LOTUS,TWININGS,TWININGS JASMINE GREEN TEA 25X1.8G,0.0018,25,21.99
LOTUS,TWININGS,TWININGS PURE CAMOMILE 25X1G,0.001,25,26.99
LOTUS,TWININGS,TWININGS ENGLISH BREAKFAST 25X2G,0.002,25,21.99
LOTUS,TWININGS,TWININGS EARL GREY 25X2G,0.002,25,21.99
LOTUS,TWININGS,TWININGS PURE GREEN TEA 25X2G,0.002,25,21.99
LOTUS,TWININGS,TWININGS PURE PEPPERMINT 25X2G,0.002,25,26.99
LOTUS,UFC,UFC VELVET COCONUT MILK UNSWEETENED 1L,1,1,8.59
LOTUS,UFC,UFC VELVET COCONUT MILK ORIGINAL 1L,1,1,8.59
LOTUS,UFC,UFC VELVET CHOCOLATE COCONUT MILK 1L,1,1,10.99
LOTUS,UFC,UFC VELVET OAT MILK BARISTA 1L,1,1,11.49
LOTUS,UFC,UFC VELVET ALMOND MILK ORIGINAL 1L,1,1,11.49
LOTUS,UFC,UFC VELVET OAT MILK BARISTA 1L,1,1,11.49
LOTUS,UFC,UFC VELVET ALMOND MILK ORIGINAL 1L,1,1,11.49
LOTUS,UFC,UFC VELVET CHOCOLATE OAT MILK 1L,1,1,11.99
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE WITH CARROT 180MLX3,0.18,3,5.79
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE WITH GREEN VEGETABLE 180MLX3,0.18,3,5.79
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE WITH MIX BERRY 180MLX3,0.18,3,5.79
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE 180MLX3,0.18,3,5.79
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE WITH CARROT 180MLX3,0.18,3,5.79
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE LYCHEE 180MLX3,0.18,3,5.79
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE WITH PASSION FRUIT 180MLX3,0.18,3,5.79
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE WITH CARROT 1L,1,1,7.99
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE WITH MIX BERRY 1L,1,1,7.99
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE WITH GREEN VEGETABLE 1L,1,1,7.99
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE WITH CARROT 1L,1,1,7.99
LOTUS,UNIF,UNIF COCO DEE COCONUT WATER 1L,1,1,8.59
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE WITH CARROT 200MLX3,0.2,3,8.29
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE WITH MIX BERRY 200MLX3,0.2,3,8.29
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE WITH GREEN VEGETABLE 200MLX3,0.2,3,8.29
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE WITH BEETROOT 200MLX3,0.2,3,8.29
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE WITH GREEN VEGETABLE 300ML,0.3,1,2.99
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE WITH BERRY 300ML,0.3,1,2.99
LOTUS,UNIF,UNIF ALL YOU NEED 100% VEGETABLE AND FRUIT JUICE WITH TOMATO 300ML,0.3,1,2.99
LOTUS,V-SOY,V-SOY ORIGINAL NO SUGAR ADDED SOYA BEAN MILK DRINK 200ML X 4,0.2,4,6.4
LOTUS,V-SOY,V-SOY MULTIGRAIN NO SUGAR ADDED UHT 1L,1,1,5.65
LOTUS,V-SOY,V-SOY GOLDEN GRAIN SOYA BEAN MILK UHT 1L,1,1,5.65
LOTUS,V-SOY,V-SOY GOLDEN GRAIN SOYA BEAN MILK UHT 1L,1,1,5.65
LOTUS,V-SOY,V-SOY MULTI GRAIN S/BEAN UHT 1L,1,1,5.65
LOTUS,V-SOY,V-SOY MULTI GRAIN SOYBEAN MILK 200MLX4,0.2,4,5.9
LOTUS,V-SOY,V-SOY ORIG SOYA BEAN 300ML,0.3,1,2.35
LOTUS,V-SOY,V-SOY MULTI GRAIN SOYBEAN MILK 300ML,0.3,1,2.35
LOTUS,V-SOY,V-SOY LOW SUGAR UHT1L,1,1,5.65
LOTUS,VALUE,VALUE INSTANT COFFEE 200G,0.2,1,8.59
LOTUS,VALUE,VALUE KOPI CAMPURAN 250G,0.25,1,3.79
